,ABBR,LOCALE,TOTAL STUDENTS,AMERICAN INDIAN,ASIAN,HISPANIC,BLACK,WHITE
0,50,110,-0.8201009871265426,0.11818282943925586,-0.28055125621078647,-0.5218090972147794,-0.5207412217447078,-0.49050970759245854
1,39,111,-1.122706903980719,-0.21700015751104135,-0.32797857360671306,-0.5618195672632313,-0.5274218930177416,-0.8544891435410069
2,39,111,-0.9106618819515151,-0.21700015751104135,-0.28055125621078647,-0.47379653315663706,-0.4739765228334716,-0.6361014819718779
3,45,114,0.1142223911896373,-0.21700015751104135,0.46642899277505806,-0.493801768180863,-0.2067496719121217,0.5431918905014189
4,25,109,-0.8201009871265426,-0.17510228414225418,-0.33983540295569475,-0.5538174732535409,-0.5073798791986404,-0.3703964937294376
5,7,118,-1.0630692415350054,-0.21700015751104135,-0.33983540295569475,-0.5978289903068381,-0.3604051111918979,-0.8144514055866666
6,16,114,0.4764659704895274,-0.17510228414225418,-0.33983540295569475,-0.5418143322390053,4.376190821389029,-0.9345646194496876
7,42,111,0.6089941092577799,-0.17510228414225418,-0.22126710946587816,-0.4057787340742688,-0.10653960281661551,1.5040976014055867
8,4,111,-0.6235175812869681,-0.21700015751104135,-0.33983540295569475,0.34641810283662766,-0.5274218930177416,-0.8508493491815214
9,10,111,-1.0741132530990265,-0.21700015751104135,-0.32797857360671306,-0.5778237552826121,-0.5207412217447078,-0.7744136676323263
10,46,115,-0.7582545223680247,-0.0913065374046799,-0.33983540295569475,-0.2817462769240678,-0.49401853665257284,-0.5633055947821682
11,1,111,-1.036563613781355,-0.21700015751104135,-0.33983540295569475,-0.4697954861517919,-0.46729585156043785,-0.8217309943056376
12,10,114,-0.21488915341818965,-0.21700015751104135,-0.31612174425773143,-0.045684503638201326,0.8220737041350753,-0.6761392199262183
13,51,111,-0.760463324680829,-0.21700015751104135,-0.32797857360671306,-0.5378132852341602,0.5748888670328267,-0.9127258532927747
14,39,111,-1.1359597178575442,-0.21700015751104135,-0.33983540295569475,-0.5898268962971477,-0.4606151802874041,-0.8799677040574053
15,39,109,-1.1381685201703484,-0.21700015751104135,-0.33983540295569475,-0.5938279433019928,-0.5274218930177416,-0.8581289379004925
16,38,113,-0.6721112321686606,-0.04940866403589274,0.9288453373853427,-0.5178080502099343,-0.44057316646830286,-0.6688596312072472
17,28,117,-1.0255196022173338,-0.13320441077346704,-0.33983540295569475,-0.3977766400645784,-0.40716981010313413,-0.9236452363712312
18,8,114,-1.1624653456111949,-0.0913065374046799,-0.33983540295569475,-0.5898268962971477,-0.5274218930177416,-0.9054462645738037
19,4,111,-0.8024305686241089,-0.21700015751104135,-0.33983540295569475,0.11435737655560642,-0.5274218930177416,-0.9345646194496876
20,2,115,-1.1249157062935233,-0.21700015751104135,-0.33983540295569475,-0.6018300373116833,-0.5274218930177416,-0.8144514055866666
21,38,113,-0.7759249408704584,-0.21700015751104135,-0.24498076816384148,-0.24173580687561583,-0.2535143708233579,-0.7744136676323263
22,50,117,-0.9791347536484455,-0.17510228414225418,-0.3042649149087498,-0.5618195672632313,-0.46729585156043785,-0.6834188086451892
23,10,110,-0.5064510587083451,-0.17510228414225418,-0.3042649149087498,-0.5738227082777669,-0.5207412217447078,0.12097574480110275
24,10,119,-1.0873660669758518,-0.21700015751104135,-0.33983540295569475,-0.5738227082777669,-0.5207412217447078,-0.7853330507107827
25,10,118,-0.9747171490228371,-0.17510228414225418,-0.3042649149087498,-0.5698216612729218,-0.5207412217447078,-0.6251820988934215
26,10,111,-0.9217058935155361,-0.21700015751104135,-0.2924080855597681,-0.5938279433019928,-0.5274218930177416,-0.5378270342657698
27,10,117,0.6863021902059271,-0.21700015751104135,0.3360038699362598,0.10235423554107084,0.4947208117564217,0.45947662023325275
28,38,113,-0.11770185165480451,-0.17510228414225418,3.1223587669469497,0.1303615645749872,-0.49401853665257284,-0.9054462645738037
29,45,114,-0.9879699628996623,-0.0913065374046799,-0.31612174425773143,-0.5098059562002438,-0.2869177271885267,-0.825370788665123
30,3,118,-0.04260257301946145,-0.21700015751104135,-0.31612174425773143,-0.513807003205089,0.6016115521249616,0.13917471659853017
31,4,118,-0.38054932687850523,-0.00751079066710559,-0.25683759751282315,0.034336436458702546,-0.1599849730008855,-0.4577515583570892
32,3,116,-0.2877796297407285,-0.13320441077346704,-0.22126710946587816,-0.41378082808395916,-0.006329533721109311,-0.10469150548699727
33,10,114,-1.1293333109191317,-0.17510228414225418,-0.3042649149087498,-0.6018300373116833,-0.5207412217447078,-0.847209554822036
34,47,110,-0.8377714056289762,-0.21700015751104135,-0.33983540295569475,-0.35776617001612643,-0.5207412217447078,-0.5705851835011392
35,5,118,0.3461466340340791,5.983885101069457,-0.3042649149087498,-0.18572114880778312,0.23417463210810557,-0.20296595319310531
36,40,116,-0.3341644783096169,-0.04940866403589274,-0.3042649149087498,0.8385468844325865,-0.5207412217447078,-0.8581289379004925
37,3,111,-0.2899884320535327,-0.21700015751104135,-0.32797857360671306,-0.5858258492923025,2.1381659449227235,-0.9090860589332892
38,3,118,-0.016096945265810958,-0.17510228414225418,-0.19755345076791483,-0.5018038621905534,0.6216535659440628,0.16829307147441402
39,51,111,-0.7229136853631575,-0.21700015751104135,-0.33983540295569475,-0.5898268962971477,0.8220737041350753,-0.9018064702143183
40,51,118,-0.9460027189563824,-0.21700015751104135,-0.31612174425773143,-0.5978289903068381,-0.41385048137616787,-0.6470208650503344
41,51,111,-0.7781337431832627,-0.21700015751104135,-0.33983540295569475,-0.5938279433019928,0.6884602786744004,-0.9163656476522601
42,39,111,-1.0233107999045297,-0.17510228414225418,-0.32797857360671306,-0.5618195672632313,-0.46729585156043785,-0.7380157240374715
43,39,109,-1.122706903980719,-0.21700015751104135,-0.32797857360671306,-0.5938279433019928,-0.4806571941065053,-0.847209554822036
44,39,114,-1.1050364854782855,-0.17510228414225418,-0.33983540295569475,-0.5778237552826121,-0.4606151802874041,-0.8836074984168908
45,39,109,-1.1315421132319359,-0.21700015751104135,-0.28055125621078647,-0.5978289903068381,-0.5207412217447078,-0.8544891435410069
46,39,111,-0.994596369838075,-0.17510228414225418,-0.3042649149087498,-0.5698216612729218,-0.4606151802874041,-0.7380157240374715
47,39,109,-1.0453988230325717,-0.21700015751104135,-0.32797857360671306,-0.5938279433019928,-0.4873378653795391,-0.7161769578805586
48,4,117,2.747114748052253,-0.00751079066710559,1.4624026580895173,0.9905866706167039,1.356527405977775,2.2939329774139363
49,4,117,0.7503574572772491,-0.0913065374046799,0.3597175286342231,0.35842124385116325,0.4412754415721517,0.4995143581875931
50,41,111,0.13631041431767937,-0.13320441077346704,-0.24498076816384148,0.5584735940934229,0.2943006735654093,-0.31579957833715533
51,38,109,-0.15083388634686762,-0.21700015751104135,-0.33983540295569475,-0.5458153792438506,-0.5006992079256066,0.6924234592403238
52,38,116,-0.3120764551815748,-0.21700015751104135,-0.1738397920699515,-0.5778237552826121,-0.46729585156043785,0.40487970484097047
53,7,109,-0.46669261707786935,-0.17510228414225418,-0.33983540295569475,-0.5498164262486958,-0.3670857824649316,0.026341091454480162
54,4,109,-0.15525149097247604,-0.21700015751104135,-0.33983540295569475,0.930570965544026,-0.3938084675570666,-0.7016177804426166
55,4,116,-0.08898742158834981,-0.13320441077346704,-0.25683759751282315,0.30640763278817573,0.3945107426609155,-0.5378270342657698
56,8,118,-0.34741729218644213,0.11818282943925586,-0.25683759751282315,-0.5418143322390053,-0.5006992079256066,0.29568587405640595
57,51,111,2.7073563064217767,-0.0913065374046799,-0.11455564532504323,0.8265437434180509,2.5189642074856473,2.3303309210087915
58,4,119,-0.2723180135510991,-0.0913065374046799,-0.33983540295569475,0.3984317138996152,-0.4606151802874041,-0.40679443732429243
59,9,118,-0.5992207558461218,-0.21700015751104135,-0.32797857360671306,-0.06969078566727249,-0.5274218930177416,-0.47231073579503113
60,4,118,1.0330841533161876,-0.21700015751104135,-0.2686944268618048,2.727041070719518,-0.3604051111918979,-0.43227299784069084
61,10,114,-0.4092637569449599,-0.0913065374046799,0.21743557644644324,-0.5098059562002438,-0.41385048137616787,0.004502325297567259
62,51,117,-0.5705063257796671,-0.21700015751104135,-0.19755345076791483,-0.3937755930597332,-0.16666564427391922,-0.4213536147622344
63,41,114,1.0595897810698383,-0.13320441077346704,-0.31612174425773143,3.1311468182088826,0.00035113755192443547,-0.9163656476522601
64,38,119,0.5626092606888915,-0.13320441077346704,-0.23312393881485982,-0.3857734990500428,-0.29359839846156044,1.4640598634512463
65,4,109,-0.02493215451702779,-0.04940866403589274,-0.31612174425773143,-0.1377085847496408,-0.5073798791986404,0.4995143581875931
66,51,111,-0.4048461523193515,-0.21700015751104135,-0.19755345076791483,-0.045684503638201326,-0.4472538377413366,-0.24300369114744566
67,38,112,0.03470550792868582,-0.21700015751104135,-0.25683759751282315,-0.5418143322390053,-0.4806571941065053,0.965408036201735
68,13,110,0.5427300398736536,-0.21700015751104135,-0.22126710946587816,-0.4657944391469467,2.1314852736496896,0.22652978122618178
69,4,111,0.0877167634359868,-0.13320441077346704,-0.31612174425773143,0.1303615645749872,-0.4739765228334716,0.4449174427953108
